trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
787 @ 2023-12-31-04-38-27.json,1,1,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2023-12-31-04-38-27.json,3,3,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2023-12-31-04-38-27.json,5,5,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div,,,,,div,Henning Leutz\ndehenne,
787 @ 2024-01-07-01-16-33.json,1,1,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[1]/a,awesome-visibility,,,,a,A\nawesome-visibility,
787 @ 2024-01-07-01-16-33.json,3,3,mouseup,//*[@id='js-onboarding-repo-link'],,,,,span,Repository,
787 @ 2024-01-07-01-16-33.json,5,5,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[3]/ul[1]/li[7]/a,Contributors,,,,a,Contributors,
787 @ 2024-01-07-01-16-33.json,7,7,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-07-01-16-33.json,9,9,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-07-01-16-33.json,11,11,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div/p/div/span[1]/span[1]/b[7],,,,,b,g,
787 @ 2024-01-07-13-19-05.json,1,1,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-07-13-19-05.json,3,3,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-07-13-19-05.json,5,5,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div/p/div/span[1]/span[2],,,,,span,dehenne,
787 @ 2024-01-14-04-41-43.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[3]/section/div[1]/div[1]/div[2]/button[1]/svg/use,,,,,use,,
787 @ 2024-01-14-04-41-43.json,3,3,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-14-04-41-43.json,5,5,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
787 @ 2024-01-14-04-41-43.json,7,7,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div/p/div,,,,,div,Henning Leutz\ndehenne,
