trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
585 @ 2023-12-27-11-16-21.json,1,1,mouseup,//*[@id='idvEF44VZX'],,,,,a,My Account,
585 @ 2023-12-27-11-16-21.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[1]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[2]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[3]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[4]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,23,23,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,25,25,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
585 @ 2023-12-27-11-16-21.json,27,27,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
585 @ 2023-12-27-11-16-21.json,29,29,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[7]/td[5]/a[1]/span,,,,,span,View Order,
