trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
440 @ 2024-02-16-20-44-40.json,1,1,mouseup,//*[@id='idsGr8QX8O'],,,,,a,My Account,
440 @ 2024-02-16-20-44-40.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
440 @ 2024-02-16-20-44-40.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[2]/a/span[2],,,,,span,2,
440 @ 2024-02-16-20-44-40.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,3,
440 @ 2024-02-16-20-44-40.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a/span[2],,,,,span,4,
440 @ 2024-02-16-20-44-40.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[7]/td[5]/a[1]/span,,,,,span,View Order,
440 @ 2024-02-16-20-44-40.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[2]/div[2]/table/tbody[3]/tr/td[2],,,,,td,B0738JQG6Q,
440 @ 2024-02-16-20-44-40.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[2]/div[2]/table/tbody[3]/tr/td[2],,,,,td,B0738JQG6Q,
440 @ 2024-02-16-20-44-40.json,17,17,keystroke,//*[@id='html-body'],,,,,body,"My AccountMy Wish List 5 items Sign Out  Welcome, Emma Lopez!\nSkip to Content\nMy Cart\nSearch\nAdvanced Search\nSearch\nBeauty & Personal Care\nSports & Outdoors\nClothing, Shoes & Jewelry\nHome & Kitchen\nOffice Products\nTools & Home Improvement\nHealth & Household\nPatio, Lawn & Garden\nElectronics\nCell Phones & Accessories\nVideo Games\nGrocery & Gourmet Food\nOrder # 000000149\nCanceled\nOrder Date: July 25, 2022\nReorder\nPrint Order\nItems Ordered\nItems Ordered\nItems Ordered\nProduct Name	SKU	Price	Qty	Subtotal\n\nPantone Ultra-HD Sound Waterproof Handsfree Hanging Bluetooth Subwoofer Speaker - 8Hr Play Time, Mic, BT Calls, Long Distance Connectivity, iOS/Android Compatible [Lime Green]\nColor\nCobalt Blue\n	B085VHV4GW	\n$29.99\n	\nOrdered1\n	\n$29.99\n\n\nWomens Linen Pants for Summer Drawstring Soft Cropped Linen Cotton Pants Elastic Waist\nColor\nPink\nSize\nLarge\n	B093BH3K5V	\n$18.88\n	\nOrdered1\n	\n$18.88\n\n\nTUNUSKAT Womens Bikini Sets Summer Spaghetti Strap Bathing Suit Beachwear Color Patchwork Sexy Two Piece Swimsuit Swimwear\nSize\nSmall\n	B09SZ3RY3N	\n$9.68\n	\nOrdered1\n	\n$9.68\n\n\nChristopher Knight Home Venetian Velvet Dining Chair, Black\n	B07DB4R43W	\n$276.11\n	\nOrdered1\n	\n$276.11\n\nSubtotal	$334.66\nShipping & Handling	$20.00\nGrand Total	$354.66\nOrder Information\nShipping Address\nEmma Lopez\n101 S San Mateo Dr\nSan Mateo, California, 94010\nUnited States\nT: 6505551212\nShipping Method\nFlat Rate - Fixed\nBilling Address\nEmma Lopez\n101 S San Mateo Dr\nSan Mateo, California, 94010\nUnited States\nT: 6505551212\nPayment Method\nCheck / Money order\nMy Account\nMy Account\nMy Orders\nMy Downloadable Products\nMy Wish List\nAddress Book\nAccount Information\nStored Payment Methods\nMy Product Reviews\nNewsletter Subscriptions\nCompare Products\nYou have no items to compare.\nRecently Ordered\nAdd to Cart\nI Love My Tuxedo Cat T-Shirt\nAdd to Cart\nView All\nMy Wish List 5 items\nTide PODS Spring Meadow Scent HE Turbo Laundry Detergent Pacs, 81 Count\n\n$63.97\n\nAdd to Cart \nRemove This Item\nLight Blue Simple Summer New Low Heels Slippers for Women Fashion Chunky Heels Pointed Toe Wine Glasses Sandals Comfortable Walking Shoes Ladies All-Match Sexy Party Shoes\n\n$14.59\n\nAdd to Cart \nRemove This Item\nDkRgVNY Lace Spcling Lingerie Womens Sexy Hollow Out Underwear Bodysuit One Piece Snap Crotch Clubwear Teddy Bodysuit\n\n$11.09\n\nAdd to Cart \nRemove This Item\nGo to Wish List\nSign Up for Our Newsletter:\nSubscribe\nPrivacy and Cookie Policy\nSearch Terms\nAdvanced Search\nContact Us\nCopyright © 2013-present Magento, Inc. All rights reserved.\nHelp Us Keep Magento Healthy Report All Bugs",
440 @ 2024-02-16-20-44-40.json,19,19,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
