trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
747 @ 2023-12-31-03-51-24.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/a/span,,,,,span,New project,
747 @ 2023-12-31-03-51-24.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[1]/div[1]/a/div[2]/p[1],,,,,p,"Create a blank project to store your files, plan your work, and collaborate on code, among other things.",
747 @ 2023-12-31-03-51-24.json,5,5,mouseup,//*[@id='project_name'],,text,My awesome project,,input,,
747 @ 2023-12-31-03-51-24.json,7,7,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,
747 @ 2023-12-31-03-51-24.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[2]/div[1]/div/form/div[5]/div[1]/div[1]/label[1],,,,,label,"Private\n\nProject access must be granted explicitly to each user. If this project is part of a group, access is granted to members of the group.",
747 @ 2023-12-31-03-51-24.json,11,11,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[2]/div[1]/div/form/button[1]/span,,,,,span,Create project,
747 @ 2023-12-31-03-51-24.json,13,13,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1],Project information,,,,a,Project information,
747 @ 2023-12-31-03-51-24.json,15,15,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
747 @ 2023-12-31-03-51-24.json,17,17,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
747 @ 2023-12-31-03-51-24.json,19,19,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,awesome_web_agent
747 @ 2023-12-31-03-51-24.json,21,21,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div/div/div[1]/span[1],,,,,span,abisubramanya27,
747 @ 2023-12-31-03-51-24.json,23,23,mouseup,//*[@id='invite-members-modal-3_search'],empty-invites-alert,text,,,input,,
