trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
743 @ 2023-12-31-03-45-50.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/a/span,,,,,span,New project,
743 @ 2023-12-31-03-45-50.json,3,3,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[1]/div[1]/a/div[2],,,,,div,"Create blank project\n\nCreate a blank project to store your files, plan your work, and collaborate on code, among other things.",
743 @ 2023-12-31-03-45-50.json,5,5,mouseup,//*[@id='project_name'],,text,My awesome project,,input,,
743 @ 2023-12-31-03-45-50.json,7,7,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,
743 @ 2023-12-31-03-45-50.json,9,9,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[2]/div[1]/div/form/button[1]/span,,,,,span,Create project,
743 @ 2023-12-31-03-45-50.json,11,11,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1],Project information,,,,a,Project information,
743 @ 2023-12-31-03-45-50.json,13,13,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
743 @ 2023-12-31-03-45-50.json,15,15,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
743 @ 2023-12-31-03-45-50.json,17,17,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,web_aren
743 @ 2023-12-31-03-45-50.json,19,19,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,Abishek S\nabisubramanya27,
743 @ 2023-12-31-03-45-50.json,21,21,mouseup,//*[@id='invite-members-modal-3_search'],empty-invites-alert,text,,,input,,
743 @ 2023-12-31-03-45-50.json,23,23,keystroke,//*[@id='project_name'],,text,My awesome project,,input,,web_aren
743 @ 2023-12-31-03-45-50.json,25,25,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,Vinta Chen\nvinta,
