trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
280 @ 2024-01-09-02-10-40.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-01-09-02-10-40.json,3,3,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-01-09-02-10-40.json,5,5,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,Sony bluetooth headphone
280 @ 2024-01-09-02-10-40.json,7,7,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,Anker charger
280 @ 2024-01-09-02-10-40.json,9,9,scroll,,,,,,,,
280 @ 2024-01-09-02-10-40.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
280 @ 2024-01-09-02-10-40.json,13,13,scroll,,,,,,,,
280 @ 2024-01-09-02-10-40.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-01-09-02-10-40.json,17,17,scroll,,,,,,,,
280 @ 2024-02-01-09-57-36.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-01-09-57-36.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-01-09-57-36.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,anker charger
280 @ 2024-02-01-09-57-36.json,7,7,scroll,,,,,,,,
280 @ 2024-02-01-09-57-36.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
280 @ 2024-02-01-09-57-36.json,11,11,scroll,,,,,,,,
280 @ 2024-02-01-09-57-36.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-01-09-57-36.json,15,15,scroll,,,,,,,,
280 @ 2024-02-01-09-57-36.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-01-09-57-36.json,19,19,scroll,,,,,,,,
280 @ 2024-02-01-09-57-36.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-01-09-57-36.json,23,23,scroll,,,,,,,,
280 @ 2024-02-02-11-18-41.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-02-11-18-41.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-02-11-18-41.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,Anker charger
280 @ 2024-02-02-11-18-41.json,7,7,scroll,,,,,,,,
280 @ 2024-02-02-11-18-41.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
280 @ 2024-02-02-11-18-41.json,11,11,scroll,,,,,,,,
280 @ 2024-02-02-11-18-41.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-02-11-18-41.json,15,15,scroll,,,,,,,,
280 @ 2024-02-16-23-29-24.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-16-23-29-24.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-16-23-29-24.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,Anker
280 @ 2024-02-16-23-29-24.json,7,7,scroll,,,,,,,,
280 @ 2024-02-16-23-29-24.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[4]/a,,,,,a,Page\nNext,
280 @ 2024-02-16-23-29-24.json,11,11,scroll,,,,,,,,
280 @ 2024-02-16-23-29-24.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[5]/a,,,,,a,Page\nNext,
280 @ 2024-02-16-23-29-24.json,15,15,scroll,,,,,,,,
280 @ 2024-02-22-09-27-06.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-22-09-27-06.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
280 @ 2024-02-22-09-27-06.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,anker charger
280 @ 2024-02-22-09-27-06.json,7,7,scroll,,,,,,,,
280 @ 2024-02-22-09-27-06.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
280 @ 2024-02-22-09-27-06.json,11,11,scroll,,,,,,,,
280 @ 2024-02-22-09-27-06.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-22-09-27-06.json,15,15,scroll,,,,,,,,
280 @ 2024-02-22-09-27-06.json,17,17,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
280 @ 2024-02-22-09-27-06.json,19,19,scroll,,,,,,,,
280 @ 2024-02-22-09-27-06.json,21,21,scroll,,,,,,,,
