trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
125 @ 2023-12-27-12-53-48.json,1,1,mouseup,/html/body[1]/div[2]/header[1]/div[2]/div[2]/div[2]/form/div[1]/div[1]/div[2]/a,,,,,a,Advanced Search,
125 @ 2023-12-27-12-53-48.json,3,3,mouseup,//*[@id='name'],,text,,,input,,
125 @ 2023-12-27-12-53-48.json,5,5,keystroke,//*[@id='name'],,text,,,input,,
125 @ 2023-12-27-12-53-48.json,7,7,mouseup,//*[@id='description'],,text,,,input,,
125 @ 2023-12-27-12-53-48.json,9,9,keystroke,//*[@id='description'],,text,,,input,,
125 @ 2023-12-27-12-53-48.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/form[1]/div[1]/div/button/span,,,,,span,Search,
125 @ 2023-12-27-12-53-48.json,13,13,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-27-12-53-48.json,15,15,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-27-12-53-48.json,17,17,scroll,,,,,,,,
125 @ 2023-12-27-12-53-48.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[5]/div[1]/div[2]/a[1],,,,,a,Set Descending Direction,
125 @ 2023-12-28-16-03-21.json,1,1,mouseup,/html/body[1]/div[2]/header[1]/div[2]/div[2]/div[2]/form/div[1]/div[1]/div[2]/a,,,,,a,Advanced Search,
125 @ 2023-12-28-16-03-21.json,3,3,mouseup,//*[@id='name'],,text,,,input,,
125 @ 2023-12-28-16-03-21.json,5,5,keystroke,//*[@id='name'],,text,,,input,,
125 @ 2023-12-28-16-03-21.json,7,7,mouseup,//*[@id='description'],,text,,,input,,
125 @ 2023-12-28-16-03-21.json,9,9,keystroke,//*[@id='description'],,text,,,input,,
125 @ 2023-12-28-16-03-21.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/form[1]/div[1]/div/button,,submit,,,button,Search,
125 @ 2023-12-28-16-03-21.json,13,13,scroll,,,,,,,,
125 @ 2023-12-28-16-03-21.json,15,15,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-28-16-03-21.json,17,17,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-28-16-03-21.json,19,19,scroll,,,,,,,,
125 @ 2023-12-28-16-03-21.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[5]/div[1]/div[2]/a[1],,,,,a,Set Descending Direction,
125 @ 2023-12-28-16-03-21.json,23,23,scroll,,,,,,,,
125 @ 2023-12-31-17-48-28.json,1,1,mouseup,/html/body[1]/div[2]/header[1]/div[2]/div[2]/div[2]/form/div[1]/div[1]/div[2]/a,,,,,a,Advanced Search,
125 @ 2023-12-31-17-48-28.json,3,3,mouseup,//*[@id='name'],,text,,,input,,
125 @ 2023-12-31-17-48-28.json,5,5,keystroke,//*[@id='name'],,text,,,input,,
125 @ 2023-12-31-17-48-28.json,7,7,mouseup,//*[@id='description'],,text,,,input,,
125 @ 2023-12-31-17-48-28.json,9,9,keystroke,//*[@id='description'],,text,,,input,,
125 @ 2023-12-31-17-48-28.json,11,11,keypress,//*[@id='description'],,text,,,input,,teeth grinding
125 @ 2023-12-31-17-48-28.json,13,13,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-31-17-48-28.json,15,15,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice,name
125 @ 2023-12-31-17-48-28.json,17,17,scroll,,,,,,,,
125 @ 2023-12-31-17-48-28.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[5]/div[1]/div[2]/a[1],,,,,a,Set Descending Direction,
125 @ 2023-12-31-17-48-28.json,21,21,scroll,,,,,,,,
125 @ 2024-01-08-01-44-34.json,1,1,mouseup,//*[@id='sorter'],,,,,select,Product Name\nPrice\nRelevance,relevance
125 @ 2024-01-08-01-44-34.json,3,3,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
