trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
147 @ 2024-01-01-00-00-32.json,1,1,mouseup,//*[@id='idPdN9zsKW'],,,,,a,My Account,
147 @ 2024-01-01-00-00-32.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-01-00-00-32.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a,,,,,a,Page\nNext,
147 @ 2024-01-01-00-00-32.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
147 @ 2024-01-01-00-00-32.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-01-00-00-32.json,11,11,scroll,,,,,,,,
147 @ 2024-01-02-16-41-20.json,1,1,mouseup,//*[@id='id2AZTTTMO'],,,,,a,My Account,
147 @ 2024-01-02-16-41-20.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-02-16-41-20.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[3]/a/span[2],,,,,span,3,
147 @ 2024-01-02-16-41-20.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[8]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,3,3,mouseup,//*[@id='idP2gM9nE8'],,,,,a,My Account,
147 @ 2024-01-08-02-17-03.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-08-02-17-03.json,7,7,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
147 @ 2024-01-08-02-17-03.json,11,11,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
147 @ 2024-01-08-02-17-03.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,17,17,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-08-02-17-03.json,21,21,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,23,23,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[3]/a/span[2],,,,,span,3,
147 @ 2024-01-08-02-17-03.json,25,25,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[7]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,27,27,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,29,29,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-08-02-17-03.json,31,31,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,33,33,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[3]/a/span[2],,,,,span,3,
147 @ 2024-01-08-02-17-03.json,35,35,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[8]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,37,37,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,39,39,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-08-02-17-03.json,41,41,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,43,43,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[3]/a/span[2],,,,,span,3,
147 @ 2024-01-08-02-17-03.json,45,45,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[9]/td[5]/a[1]/span,,,,,span,View Order,
147 @ 2024-01-08-02-17-03.json,47,47,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,49,49,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
147 @ 2024-01-08-02-17-03.json,51,51,scroll,,,,,,,,
147 @ 2024-01-08-02-17-03.json,53,53,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[3]/a/span[2],,,,,span,3,
