trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
806 @ 2024-01-01-17-56-43.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[5]/ul[1]/li[1]/div[2]/div/div[1]/h2[1]/a/span[2],,,,,span,a11yproject.com,
806 @ 2024-01-01-17-56-43.json,3,3,mouseup,//*[@id='js-onboarding-repo-link'],,,,,span,Repository,
806 @ 2024-01-01-17-56-43.json,5,5,mouseup,//*[@id='js-onboarding-branches-link'],Branches,,,,a,Branches,
806 @ 2024-01-01-17-56-43.json,7,7,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[4]/div[2]/ul/li[1]/div[3]/a[1]/span,,,,,span,Merge request,
806 @ 2024-01-01-17-56-43.json,9,9,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[1]/div/a[1],,,,,a,Change branches,
806 @ 2024-01-01-17-56-43.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[1]/div[2]/div/div[1]/div[2]/button[1],,button,,,button,main,
806 @ 2024-01-01-17-56-43.json,13,13,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[1]/div[2]/div/div[1]/div[2]/div[1]/div[3]/ul/li[4]/a,,,,,a,feature/markdown-figure-block,
806 @ 2024-01-01-17-56-43.json,15,15,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/button[1]/span,,,,,span,Compare branches and continue,
806 @ 2024-01-01-17-56-43.json,17,17,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[5]/div/div[2]/div[1]/div/div[1]/button[1],,button,,,button,Unassigned,
806 @ 2024-01-01-17-56-43.json,19,19,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/form[1]/div[5]/div/div[2]/div[1]/div/div[1]/div[1]/div[3]/ul/li[3]/a,,,,,a,Byte Blaze\n@byteblaze,
806 @ 2024-01-01-17-56-43.json,21,21,scroll,,,,,,,,
