trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
29 @ 2023-12-25-17-51-26.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
29 @ 2023-12-25-17-51-26.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
29 @ 2023-12-25-17-51-26.json,5,5,scroll,,,,,,,,
29 @ 2023-12-25-17-51-26.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[4]/ul[1]/li[3]/a,,,,,a,DIY,
29 @ 2023-12-25-17-51-26.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/button[1]/span[2],,,,,span,Hot,
29 @ 2023-12-25-17-51-26.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/ul[1]/li[2]/a,,,,,a,New,
29 @ 2023-12-25-17-51-26.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/article[1]/div/div[1]/header[1]/p[1]/span/a[1]/strong,,,,,strong,ziostraccette,
29 @ 2023-12-25-17-51-26.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul/li[3]/a,,,,,a,Comments,
29 @ 2023-12-25-17-51-26.json,17,17,scroll,,,,,,,,
29 @ 2023-12-25-21-38-22.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
29 @ 2023-12-25-21-38-22.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
29 @ 2023-12-25-21-38-22.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[4]/ul[1]/li[3]/a,,,,,a,DIY,
29 @ 2023-12-25-21-38-22.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/button[1]/span[2],,,,,span,Hot,
29 @ 2023-12-25-21-38-22.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[2]/li/ul[1]/li[2]/a,,,,,a,New,
