trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
607 @ 2023-12-31-13-30-17.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
607 @ 2023-12-31-13-30-17.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
607 @ 2023-12-31-13-30-17.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[15]/ul[1]/li[8]/a,,,,,a,pittsburgh,
607 @ 2023-12-31-13-30-17.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
607 @ 2023-12-31-13-30-17.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
607 @ 2023-12-31-13-30-17.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
607 @ 2023-12-31-13-30-17.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
607 @ 2024-01-01-18-24-22.json,1,1,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
607 @ 2024-01-01-18-24-22.json,3,3,mouseup,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-01-18-24-22.json,5,5,keystroke,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-01-18-24-22.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[5]/div/span[1]/span[1]/span[1]/span/span[1]/span/span[1],,,,,span,Choose one…,
607 @ 2024-01-01-18-24-22.json,9,9,scroll,,,,,,,,
607 @ 2024-01-01-18-24-22.json,11,11,mouseup,/span/span/span[2]/ul/li[6]/span/span[1],,,,,span,pittsburgh,
607 @ 2024-01-01-18-24-22.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
607 @ 2024-01-03-20-29-09.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
607 @ 2024-01-03-20-29-09.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
607 @ 2024-01-03-20-29-09.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[16]/ul[1]/li[8]/a,,,,,a,pittsburgh,
607 @ 2024-01-03-20-29-09.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a,Submit,,,,a,Submit,
607 @ 2024-01-03-20-29-09.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-03-20-29-09.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-03-20-29-09.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
607 @ 2024-01-03-20-29-09.json,15,15,mouseup,//*[@id='reply_to_submission_32_comment'],Comment,,,,textarea,,
607 @ 2024-01-03-20-29-09.json,17,17,keystroke,//*[@id='submission_title'],,,,,textarea,,places for new drivers to learn drivin
607 @ 2024-01-03-20-29-09.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[1]/div[1]/div[1]/div[1]/div[1]/p,,,,,p,places for new drivers to learn driving,
607 @ 2024-01-03-20-29-09.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
607 @ 2024-01-06-20-14-11.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
607 @ 2024-01-06-20-14-11.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
607 @ 2024-01-06-20-14-11.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[15]/ul[1]/li[8]/a,,,,,a,pittsburgh,
607 @ 2024-01-06-20-14-11.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
607 @ 2024-01-06-20-14-11.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-06-20-14-11.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-06-20-14-11.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
607 @ 2024-01-08-00-28-00.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
607 @ 2024-01-08-00-28-00.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
607 @ 2024-01-08-00-28-00.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[16]/ul[1]/li[8]/a,,,,,a,pittsburgh,
607 @ 2024-01-08-00-28-00.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[1]/svg[1],,,,,svg,,
607 @ 2024-01-08-00-28-00.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-08-00-28-00.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
607 @ 2024-01-08-00-28-00.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
