trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
800 @ 2023-12-31-04-43-47.json,1,1,mouseup,//*[@id='js-onboarding-new-project-link'],Create new...,,,,a,,
800 @ 2023-12-31-04-43-47.json,3,3,mouseup,/html/body[1]/header[1]/div[1]/div/div[3]/ul/li[1]/div[1]/ul/li[2]/a,,,,,a,New group,
800 @ 2023-12-31-04-43-47.json,5,5,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/div[1]/div[1]/a/div[2]/h3[1],,,,,h3,Create group,
800 @ 2023-12-31-04-43-47.json,7,7,mouseup,//*[@id='group_name'],,text,My awesome group,,input,,
800 @ 2023-12-31-04-43-47.json,9,9,keystroke,//*[@id='group_name'],,text,My awesome group,,input,,
800 @ 2023-12-31-04-43-47.json,11,11,scroll,,,,,,,,
800 @ 2023-12-31-04-43-47.json,13,13,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/div[2]/div[2]/div/form/div[5]/div/div[1]/div[1]/div/label[1],,,,,label,My company or team,
800 @ 2023-12-31-04-43-47.json,15,15,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[1]/div[2]/div[2]/div/form/div[8]/div/button[1]/span,,,,,span,Create group,
800 @ 2023-12-31-04-43-47.json,17,17,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1]/span[2],,,,,span,Group information,
800 @ 2023-12-31-04-43-47.json,19,19,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/ul[1]/li[5]/a,Members,,,,a,Members,
800 @ 2023-12-31-04-43-47.json,21,21,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[2]/span,,,,,span,Invite members,
800 @ 2023-12-31-04-43-47.json,23,23,keystroke,//*[@id='group_name'],,text,My awesome group,,input,,x-la
800 @ 2023-12-31-04-43-47.json,25,25,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li[1]/button/div/p/div,,,,,div,Jonas Vautherin\nJonasVautherin,
800 @ 2023-12-31-04-43-47.json,27,27,mouseup,//*[@id='invite-members-modal-2_search'],empty-invites-alert,text,,,input,,
800 @ 2023-12-31-04-43-47.json,29,29,keystroke,//*[@id='group_name'],,text,My awesome group,,input,,x-la
800 @ 2023-12-31-04-43-47.json,31,31,mouseup,/html/body[1]/div[8]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,Dileepa Chandima\ndilipchandima,
