trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
480 @ 2023-12-26-09-12-33.json,1,1,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
480 @ 2023-12-26-09-12-33.json,3,3,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
480 @ 2023-12-26-09-12-33.json,5,5,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div/p/div/span[1]/span[1]/b[20],,,,,b,m,
480 @ 2023-12-26-09-12-33.json,7,7,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1]/span[2],,,,,span,Project information,
480 @ 2023-12-26-09-12-33.json,9,9,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
480 @ 2023-12-26-09-12-33.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
480 @ 2023-12-26-09-12-33.json,13,13,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,solarized-prism-them
480 @ 2023-12-26-09-12-33.json,15,15,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,yjlou\nyjlou,
480 @ 2023-12-26-09-12-33.json,17,17,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/footer[1]/button[2]/span,,,,,span,Invite,
480 @ 2024-01-04-22-35-53.json,1,1,mouseup,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
480 @ 2024-01-04-22-35-53.json,3,3,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,
480 @ 2024-01-04-22-35-53.json,5,5,mouseup,/html/body[1]/header[1]/div[1]/div/div[2]/ul/li[1]/form/div[2]/div/div[2]/div/li[2]/a/div/p/div/span[1]/span[1]/b[12],,,,,b,r,
480 @ 2024-01-04-22-35-53.json,7,7,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1]/span[2],,,,,span,Project information,
480 @ 2024-01-04-22-35-53.json,9,9,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
480 @ 2024-01-04-22-35-53.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
480 @ 2024-01-04-22-35-53.json,13,13,keystroke,//*[@id='search'],Search GitLab,search,Search GitLab,searchbox,input,,solarized-prism-them
480 @ 2024-01-04-22-35-53.json,15,15,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,yjlou\nyjlou,
480 @ 2024-01-04-22-35-53.json,17,17,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/footer[1]/button[2]/span,,,,,span,Invite,
480 @ 2024-01-06-14-09-11.json,1,1,mouseup,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
480 @ 2024-01-06-14-09-11.json,3,3,keystroke,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
480 @ 2024-01-06-14-09-11.json,5,5,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[5]/div/ul/li/div[2]/div/div[1]/h2[1]/a/span[2],,,,,span,solarized-prism-theme,
480 @ 2024-01-06-14-09-11.json,7,7,mouseup,/html/body[1]/div[3]/aside[1]/div/ul[1]/li[2]/a[1]/span[2],,,,,span,Project information,
480 @ 2024-01-06-14-09-11.json,9,9,mouseup,//*[@id='js-onboarding-members-link'],Members,,,,a,Members,
480 @ 2024-01-06-14-09-11.json,11,11,mouseup,/html/body[1]/div[3]/div[1]/div[3]/main/div[2]/div/div[1]/div[1]/button[3]/span,,,,,span,Invite members,
480 @ 2024-01-06-14-09-11.json,13,13,keystroke,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,sola
480 @ 2024-01-06-14-09-11.json,15,15,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/div[1]/div/div/div[3]/div[1]/div[1]/div[2]/ul/li/button/div/p/div,,,,,div,yjlou\nyjlou,
480 @ 2024-01-06-14-09-11.json,17,17,mouseup,/html/body[1]/div[9]/div[1]/div/div[1]/footer[1]/button[2],,button,,,button,Invite,
480 @ 2024-01-06-21-55-58.json,1,1,mouseup,/html/body[1]/div[3]/div/div[3]/main/div[2]/div[2]/div[2]/div[1]/div/form/button[1]/span,,,,,span,Create project,
480 @ 2024-01-06-21-55-58.json,3,3,mouseup,//*[@id='project-filter-form-field'],,search,Filter by name,,input,,
