trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
645 @ 2024-01-01-09-39-20.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
645 @ 2024-01-01-09-39-20.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
645 @ 2024-01-01-09-39-20.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/ul[1]/li[2]/a,,,,,a,books,
645 @ 2024-01-01-09-39-20.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a,Submit,,,,a,Submit,
645 @ 2024-01-01-09-39-20.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-01-09-39-20.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-01-09-39-20.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
645 @ 2024-01-01-20-10-11.json,1,1,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
645 @ 2024-01-01-20-10-11.json,3,3,mouseup,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-01-20-10-11.json,5,5,keystroke,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-01-20-10-11.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[5]/div/span[1]/span[1]/span[1]/span/span[1]/span/span[1],,,,,span,Choose one…,
645 @ 2024-01-01-20-10-11.json,9,9,keystroke,/html/body[1]/span[1]/span/span[1]/input,,search,,searchbox,input,,
645 @ 2024-01-01-20-10-11.json,11,11,mouseup,/span/span/span[2]/ul/li/span/span[1],,,,,span,books,
645 @ 2024-01-01-20-10-11.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
645 @ 2024-01-03-16-11-31.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
645 @ 2024-01-03-16-11-31.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
645 @ 2024-01-03-16-11-31.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/ul[1]/li[2]/a,,,,,a,books,
645 @ 2024-01-03-16-11-31.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a,Submit,,,,a,Submit,
645 @ 2024-01-03-16-11-31.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-03-16-11-31.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-03-16-11-31.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
645 @ 2024-01-04-12-04-08.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
645 @ 2024-01-04-12-04-08.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
645 @ 2024-01-04-12-04-08.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/ul[1]/li[2]/a,,,,,a,books,
645 @ 2024-01-04-12-04-08.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
645 @ 2024-01-04-12-04-08.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-04-12-04-08.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-04-12-04-08.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
645 @ 2024-01-04-12-04-08.json,15,15,mouseup,//*[@id='reply_to_submission_66_comment'],Comment,,,,textarea,,
645 @ 2024-01-04-12-04-08.json,17,17,keystroke,//*[@id='submission_title'],,,,,textarea,,what could machine learning help the correpong field
645 @ 2024-01-04-12-04-08.json,19,19,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[1]/div[1]/div[1]/div[1]/div[1],,,,,div,your thoughts,
645 @ 2024-01-04-12-04-08.json,21,21,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[3]/button,,,,,button,Post,
645 @ 2024-01-08-02-02-11.json,1,1,mouseup,/html/body[1]/nav[2]/div/div[1]/ul[1]/li[1]/a,,,,,a,Forums,
645 @ 2024-01-08-02-02-11.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/nav[1]/ul[1]/li[3]/a,,,,,a,Alphabetical,
645 @ 2024-01-08-02-02-11.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[1]/div[2]/ul[1]/li[2]/a,,,,,a,books,
645 @ 2024-01-08-02-02-11.json,7,7,mouseup,/html/body[1]/nav[2]/div/ul[1]/li[2]/a/span[2],,,,,span,Submit,
645 @ 2024-01-08-02-02-11.json,9,9,mouseup,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-08-02-02-11.json,11,11,keystroke,//*[@id='submission_title'],,,,,textarea,,
645 @ 2024-01-08-02-02-11.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/form[1]/div[7]/button,,,,,button,Create submission,
