trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
323 @ 2024-01-01-00-29-52.json,1,1,mouseup,//*[@id='idPdN9zsKW'],,,,,a,My Account,
323 @ 2024-01-01-00-29-52.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
323 @ 2024-01-01-00-29-52.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a,,,,,a,Page\nNext,
323 @ 2024-01-01-00-29-52.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
323 @ 2024-01-01-00-29-52.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[6]/a,,,,,a,Page\nNext,
323 @ 2024-01-01-00-29-52.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
323 @ 2024-01-01-00-29-52.json,13,13,scroll,,,,,,,,
323 @ 2024-01-01-16-35-18.json,1,1,mouseup,//*[@id='idPdN9zsKW'],,,,,a,My Account,
323 @ 2024-01-01-16-35-18.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
323 @ 2024-01-01-16-35-18.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,4,
323 @ 2024-01-01-16-35-18.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
323 @ 2024-01-01-16-35-18.json,9,9,scroll,,,,,,,,
323 @ 2024-01-01-16-35-18.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a/strong,,,,,strong,My Orders,
323 @ 2024-01-01-16-35-18.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,4,
323 @ 2024-01-01-16-35-18.json,15,15,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
323 @ 2024-01-01-16-35-18.json,17,17,scroll,,,,,,,,
323 @ 2024-01-02-16-31-55.json,1,1,mouseup,//*[@id='id2AZTTTMO'],,,,,a,My Account,
323 @ 2024-01-02-16-31-55.json,3,3,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
323 @ 2024-01-02-16-31-55.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a/span[2],,,,,span,4,
323 @ 2024-01-02-16-31-55.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
323 @ 2024-01-02-16-31-55.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
323 @ 2024-01-02-16-31-55.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a,,,,,a,Page\n4,
323 @ 2024-01-02-16-31-55.json,13,13,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[5]/td[5]/a[1]/span,,,,,span,View Order,
323 @ 2024-01-02-16-31-55.json,15,15,scroll,,,,,,,,
323 @ 2024-01-06-13-29-53.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[5]/a/span[2],,,,,span,4,
323 @ 2024-01-06-13-29-53.json,3,3,mouseup,//*[@id='idzhiCPqfI'],,,,,a,My Account,
323 @ 2024-01-06-13-29-53.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[2]/div/div[2]/ul/li[2]/a,,,,,a,My Orders,
323 @ 2024-01-06-13-29-53.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[4]/div/div[1]/ul[1]/li[4]/a,,,,,a,Page\n4,
323 @ 2024-01-06-13-29-53.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[2]/div[1]/div[3]/table/tbody[1]/tr[6]/td[5]/a[1]/span,,,,,span,View Order,
