trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
21 @ 2023-12-31-18-13-49.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
21 @ 2023-12-31-18-13-49.json,3,3,scroll,,,,,,,,
21 @ 2023-12-31-18-13-49.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[2]/a/span[2],,,,,span,2,
21 @ 2024-01-05-02-16-47.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
21 @ 2024-01-05-02-16-47.json,3,3,scroll,,,,,,,,
21 @ 2024-01-05-02-16-47.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[2]/a/span[2],,,,,span,2,
21 @ 2024-01-06-16-34-13.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
21 @ 2024-01-06-16-34-13.json,3,3,scroll,,,,,,,,
21 @ 2024-01-06-16-34-13.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[3]/a,,,,,a,Page\nNext,
21 @ 2024-01-06-16-34-13.json,7,7,scroll,,,,,,,,
21 @ 2024-01-11-07-36-15.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[1]/div[1]/div[2]/div[2]/a[1]/span[2],,,,,span,Reviews,
21 @ 2024-01-11-07-36-15.json,3,3,scroll,,,,,,,,
21 @ 2024-01-11-07-36-15.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[3]/a,,,,,a,Page\nNext,
21 @ 2024-01-16-05-54-43.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/ol[1]/li[8],,,,,li,not bad and folding is good for travel\nRating	\n80%\nI like that they fold and can get small for travel. These are NOT over the ear cups. I got about half my ear into it and the rest is on top so for long listening it may hurt the ears. But not horrible. Sound was good! surprisingly so. not audiophile of course but decent. and a big step up from listening on notebook speakers. the built in mic I have yet to try and havent tried noise canceling which there doesn't appear to be a switch for so another negative. I think the better ones are 60 bucks and dont fold . so for some basics for travel these are good. I have a even tinier super light headphone thats bluetooth but not noise canceling for airplanes so my dec for these was def for airlines. I will report back after i fly.Loudness - these get VERY LOUD! Bass - These have excellent BASS Vocals - decent to good not audiophile. Listened to bowie ashes to ashes on amazon music and was quite balanced. Headphone sizing - bands CLICK to positions. very good. Plugging in the USB-B charger mini jack - a huge pain. Has a micro SD slot. I think they would benefit from a audio graphic equalizer to rebalance.\n\nReview by Anglebert Dinkherhump\n\nPosted on 4/20/23,0.0
21 @ 2024-01-16-05-54-43.json,3,3,scroll,,,,,,,,
21 @ 2024-01-16-05-54-43.json,5,5,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[3]/a/span,,,,,span,12,
21 @ 2024-01-16-05-54-43.json,7,7,scroll,,,,,,,,
21 @ 2024-01-16-05-54-43.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div/div[3]/div/div[4]/div[1]/div/div[2]/div[2]/div/div[1]/ul[1]/li[3]/a,,,,,a,Page\nNext,
