trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
279 @ 2024-01-09-02-08-52.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[3]/div[1]/ul[1]/li[7]/a,,,,,a,Page\nNext,
279 @ 2024-01-09-02-08-52.json,3,3,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
279 @ 2024-01-09-02-08-52.json,5,5,keystroke,//*[@id='html-body'],,,,,body,"My AccountMy Wish List 5 items Sign Out  Welcome, Emma Lopez!\nSkip to Content\nMy Cart\nSearch\nAdvanced Search\nSearch\nBeauty & Personal Care\nSports & Outdoors\nClothing, Shoes & Jewelry\nHome & Kitchen\nOffice Products\nTools & Home Improvement\nHealth & Household\nPatio, Lawn & Garden\nElectronics\nCell Phones & Accessories\nVideo Games\nGrocery & Gourmet Food\nHome  Search results for: 'Sony bluetooth headphone'\nSearch results for: 'Sony bluetooth headphone'\nView as\nGrid\nList\n\nItems 25-36 of 625\n\nSort By \nProduct Name\nPrice\nRelevance\n \nSet Ascending Direction\nRelated search terms\nsony\nheadphones\nsony bluetooth\nTrue Wireless Earbuds, Bluetooth 5.0 Headphones Noise Cancelling with Dual Microphones, TWS in Ear Earphones with Charging Case Mini Invisible Earpieces Binaural Stereo for Sports Running Workout Gym\n$15.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nWireless Bluetooth Headset - 5.0 Stereo Headphone with Microphone, Sports Waterproof Headset with Charging Compartment, Compatible with All Bluetooth-Enabled Devices (Black)\n$46.32\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nKanen BT02 Foldable Stereo Wireless Bluetooth Headphones Headset Over Ear Headphones with Microphone Black\nRating:\n20%\n	3  Reviews\n$15.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nBAOBER Over-Ear Wireless Bluetooth Headphone, Wired and Wireless Headset, Bluetooth Transmitter for TV,PC,3.5mm Audio Device, (Green)\nRating:\n85%\n	12  Reviews\n$32.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nDC Comics Wireless Headphones Bluetooth Decible Headphone with Bulit in Mic Collapsible Design Adjustable Headband Soft Padded Ear Cushions - Logo Flash\n$22.40\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nSAMONPOW Bluetooth Headphones Over Ear, Pop Fidget Wireless Headphones for Kids Girls, Supports Bluetooth 5.1, Noise Cancellation, Adjustable Foldable Headphones for Travel, Home, School (Green)\nRating:\n90%\n	2  Reviews\n$24.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nSony MDRXB50AP Extra Bass Earbud Headphones/Headset with Mic for Phone Call, Black\nRating:\n72%\n	12  Reviews\n$27.15\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nWireless Headphones, Boltune Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earbuds for Running Built-in Mic (Grey)\nRating:\n93%\n	3  Reviews\n$37.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nWicked Audio Enix — Wireless Bluetooth Over Ear Headphone — Bluetooth Headphones with Full Size Cushions, Microphone and Track Control, 10 Hour Battery Life, Ideal for Travel\n$16.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nBone Conduction Headphones, Open-Ear Wireless Sports Headsets Bluetooth 5.0 Light Weight Bone Conduction Headphones for Sports.\nRating:\n65%\n	12  Reviews\n$45.00\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nBluetooth Headphones,Bluetooth Headphones Over Ear,Wireless Bluetooth Headphones,Wireless and Wired Mode Headsets with Soft Memory-Protein Earmuffs for Home, Work, Travel,Red\nRating:\n80%\n	1  Review\n$66.99\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\n \nAmazrock High Definition Headphone Wireless Bluetooth (Super Bass) - AB18 HD Bluetooth Over The Ear Headphones with Microphone | Noise Isolation - High end Driver | 42 Hour Playtime | 50mm Driver\nRating:\n90%\n	12  Reviews\n$99.80\nAdd to Cart\n \nAdd to Wish List\n \nAdd to Compare\nPage\nPage\nPrevious\n \nPage\n1 \nPage\n2 \nYou're currently reading page\n3 \nPage\n4 \nPage\n5 \nPage\nNext\nShow \n12\n24\n36\n per page\nShop By\nNow Shopping by\nCategory\nHeadphones Remove This Item\nClear All\nShopping Options\nCategory\nOver-Ear Headphones 147\nitem\nEarbud Headphones 416\nitem\nOn-Ear Headphones 44\nitem\nCompare Products\nYou have no items to compare.\nRecently Ordered\nAdd to Cart\nAtlantic Technology FS-7.0-GLB 7-channel Surround Bar (Gloss Black) (Discontinued by Manufacturer)\nAdd to Cart\nView All\nMy Wish List 5 items\nLight Blue Simple Summer New Low Heels Slippers for Women Fashion Chunky Heels Pointed Toe Wine Glasses Sandals Comfortable Walking Shoes Ladies All-Match Sexy Party Shoes\n\n$14.59\n\nAdd to Cart \nRemove This Item\nDkRgVNY Lace Spcling Lingerie Womens Sexy Hollow Out Underwear Bodysuit One Piece Snap Crotch Clubwear Teddy Bodysuit\n\n$11.09\n\nAdd to Cart \nRemove This Item\nHONGJ Hawaiian Beach Outfits Set for Mens, Summer Tropical Tree Printed Relaxed-fit Hawaii Shirts Shorts 2 Piece Suits\n\n$18.98\n\nAdd to Cart \nRemove This Item\nGo to Wish List\nSign Up for Our Newsletter:\nSubscribe\nPrivacy and Cookie Policy\nSearch Terms\nAdvanced Search\nContact Us\nCopyright © 2013-present Magento, Inc. All rights reserved.\nHelp Us Keep Magento Healthy Report All Bugs",
279 @ 2024-01-09-02-08-52.json,7,7,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,Sony bluetooth headphone
279 @ 2024-01-09-02-08-52.json,9,9,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
279 @ 2024-01-09-02-08-52.json,11,11,scroll,,,,,,,,
279 @ 2024-01-09-02-08-52.json,13,13,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
279 @ 2024-01-09-02-08-52.json,15,15,scroll,,,,,,,,
279 @ 2024-01-09-02-08-52.json,17,17,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
279 @ 2024-01-09-02-08-52.json,19,19,scroll,,,,,,,,
