trace_file,trace_action_idx,action_id,action_type,element_xpath,element_label,element_type,element_placeholder,element_role,element_tag,element_text,element_value
162 @ 2023-12-29-09-38-54.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
162 @ 2023-12-29-09-38-54.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
162 @ 2023-12-29-09-38-54.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,switch card case
162 @ 2023-12-29-09-38-54.json,7,7,scroll,,,,,,,,
162 @ 2023-12-29-09-38-54.json,9,9,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[2]/ol/li[1]/div/a[1]/span[1]/span/img,,,,,img,,
162 @ 2023-12-29-09-38-54.json,11,11,scroll,,,,,,,,
162 @ 2023-12-31-01-26-42.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
162 @ 2023-12-31-01-26-42.json,3,3,keystroke,//*[@id='html-body'],,,,,body,"My AccountMy Wish List Sign In  Welcome, Emma Lopez! Create an Account\nSkip to Content\nMy Cart\nSearch\nAdvanced Search\nSearch\nBeauty & Personal Care\nSports & Outdoors\nClothing, Shoes & Jewelry\nHome & Kitchen\nOffice Products\nTools & Home Improvement\nHealth & Household\nPatio, Lawn & Garden\nElectronics\nCell Phones & Accessories\nVideo Games\nGrocery & Gourmet Food\nHome  HEIYING Game Card Case for Nintendo Switch& Switch OLED Game Card or Micro SD Memory Cards,Portable Switch Game Memory Card Storage with 24 Game Card Slots and 24 Micro SD Card Slots. (Black)\nHEIYING Game Card Case for Nintendo Switch& Switch OLED Game Card or Micro SD Memory Cards,Portable Switch Game Memory Card Storage with 24 Game Card Slots and 24 Micro SD Card Slots. (Black)\nIN STOCK SKU B09CP81H22\nRating:\n97\n% of\n100\n	12  Reviews Add Your Review\n$14.69\nColor \n Black\n Blue Peek Red\n Carbon Fibre Black\n Classic Buttons\n GO\n Pink Cat Paws\n Tetris-A\nQty\n	Add to Cart\nAdd to Wish List Add to Compare\nSkip to the end of the images gallery\nSkip to the beginning of the images gallery\nDetails\nProduct Description\nProduct Quick Look\n【SUFFICIENT CAPACITY】This compact storage case holds up to 24 game cards and 24 micro SD cards for nintendo switch game card.\n【PORTABLE CASE】Collect your Nintendo Switch game cards in this portable case for easy carrying.\n【MAGNETIC CLASPS】Built-in magnetic clasp design makes the case easier to open and access.\n【FULL PROTECTION】The game case made of ABS plastic and soft silicone,which offers great protection your nintendo switch lite game cards.\n【WARM TIPS】PLEASE NOTE: Switch game card or micro SD card is not included.Package Included:1 x Game Card Box.\nProduct Dimensions	6.22 x 3.46 x 0.63 inches\nItem Weight	6 ounces\nManufacturer	HEIYING\nItem model number	HY06-24\nDate First Available	August 2, 2021\nReviews 12\nSign Up for Our Newsletter:\nSubscribe\nPrivacy and Cookie Policy\nSearch Terms\nAdvanced Search\nOrders and Returns\nContact Us\nCopyright © 2013-present Magento, Inc. All rights reserved.\nHelp Us Keep Magento Healthy Report All Bugs",
162 @ 2023-12-31-01-26-42.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,nintendo switch game card holder 40
162 @ 2023-12-31-01-26-42.json,7,7,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,nintendo switch game card holder 40
162 @ 2023-12-31-01-26-42.json,9,9,scroll,,,,,,,,
162 @ 2023-12-31-01-26-42.json,11,11,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[2]/ol/li[2]/div/div[1]/strong[1]/a,,,,,a,"Game Cartridge Holder Case for 160 Nintendo 3DS 3DSXL 2DS 2DSXL DS DSi, Storage Organizer Compatible with Nintendo Switch Game, Sony PS Vita Games, Playstation Vita Memory Card and SD Cards (Box Only)",
162 @ 2023-12-31-19-41-55.json,1,1,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
162 @ 2023-12-31-19-41-55.json,3,3,keystroke,//*[@id='search'],,text,Search entire store here...,combobox,input,,
162 @ 2023-12-31-19-41-55.json,5,5,keypress,//*[@id='search'],,text,Search entire store here...,combobox,input,,switch card case
162 @ 2023-12-31-19-41-55.json,7,7,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[2]/ol/li[1]/div/a[1]/span[1]/span/img,,,,,img,,
162 @ 2024-01-08-02-53-13.json,1,1,mouseup,/html/body[1]/div[2]/main[1]/div[3]/div[1]/div[2]/div[2]/ol/li[1]/div/div[1]/strong[1]/a,,,,,a,"Game Card Holder Storage Case for Nintendo Switch Games or PS Vita Game Case or SD Memory Cards, Black",
162 @ 2024-01-08-02-53-13.json,3,3,mouseup,//*[@id='search'],,text,Search entire store here...,combobox,input,,
